id,denominacao_atual,endereco,bairro,distrito,secretaria,historico
3363,CAMPO DE FUTEBOL CONJUNTO HABITACIONAL FERNAO DIAS,AV B DO POETA 740 / JOAO SIMAO DE CASTRO,,VILA MEDEIROS,ESPORTE,
3364,CAMPO JARDIM GUANÇA II,PRAÇA SANTA LUIZA MARILLAC 65,,VILA MEDEIROS,ESPORTE,
3365,CDM SALVELINO FERREIRA,R JOSE ANILDO DA MATA 415,,VILA MEDEIROS,ESPORTE,
3366,CDM LAURO MEGALE,AL PRIMEIRO SARGENTO OSMAR CORTES CLARO 140,,VILA MEDEIROS,ESPORTE,
3367,CENTRO ESP. E LAZER MODELODROMO DO IBIRAPUERA,R CURITIBA 290,,MOEMA,ESPORTE,
3368,CLUBE DE MALHA  CORREIA DE LEMOS,R RONDINHA / VIELA UM N 60,,SAÚDE,ESPORTE,
3369,CDM VILA CLEMENTINO,R DR DIOGO DE FARIA 1084,,VILA MARIANA,ESPORTE,
3370,CDM JORGE TIBIRIÇA,R JORGE TIBIRIÇA 752,,VILA MARIANA,ESPORTE,
3371,QUADRA CLUBE ADAMOS DE VOLEIBOL,R ESTADO DE ISRAEL 638,,VILA MARIANA,ESPORTE,
3372,CAMPO FUT. SOCIETY BOLSA D AGUA,R SANTA CRUZ 1350,,VILA MARIANA,ESPORTE,
3373,CAMPO NAPOLIS E. C.,R MATICO 276,,SÃO LUCAS,ESPORTE,
3374,CAMPO MIAMI,R JOSE FERREIRA PAZ / JOAO MACHADO E SILVA SN,,SÃO LUCAS,ESPORTE,
3375,CDM SANTO ANTONIO,R PASCOAL RANIERI MAZZILLI 120,,SÃO LUCAS,ESPORTE,
3376,CDM BADEN POWELL,R ULPIANO DOS SANTOS 135,,SÃO LUCAS,ESPORTE,
3377,CDM FARIA LIMA,R MATICO 276,,SÃO LUCAS,ESPORTE,
3378,CDM GERALDO JOSE DE ALMEIDA,R SOLAR DOS PINHEIROS 460,,SÃO LUCAS,ESPORTE,
3379,CDM KALIL ALLE MAMEDE,R LEONIDIO PORCIONATO 383,,SÃO LUCAS,ESPORTE,
3380,CDM CONJUNTO SETUBAL,R JOAQUIM LAGE 409,,SÃO LUCAS,ESPORTE,
3381,PARQUE VERDE DO SAO LUCAS,R PROF EURICO VILELA 74,,SÃO LUCAS,ESPORTE,
3382,CDM TRES ALIANÇAS,R ERVA IMPERIAL 90 E 340,,SÃO LUCAS,ESPORTE,
3383,CDM UNIVERSO,PRAÇA HERENY DA COSTA 89,,SÃO LUCAS,ESPORTE,
3384,CDM VICENTE ITALO FEOLA,R DOMINGOS DA SILVA BUENO 61,,SÃO LUCAS,ESPORTE,
3385,CDM VILA DARLY E JARDIM TEREZA,R BARTOLOMEU CORREA BUENO 178,,SÃO LUCAS,ESPORTE,
3386,CDM SAO CAIO,R SAO CAIO 370,,SÃO LUCAS,ESPORTE,
3387,CAMPO LAR NACIONAL,AV ARQ VILANOVA ARTIGAS 1395,,SAPOPEMBA,ESPORTE,
3388,CAMPO BEIRA RIO,R LAURO XERFAN SN,,SAPOPEMBA,ESPORTE,
3389,CDM JOSE PANTA ALVES,R PEDRO DE CASTRO VELHO 87,,SAPOPEMBA,ESPORTE,
3390,CDM PARQUE SANTA MADALENA,R DR PAULO COLOMBO DE QUEIROZ 470,,SAPOPEMBA,ESPORTE,
3391,CDM JARDIM PLANALTO,R QUILOMBOLAS 178,,SAPOPEMBA,ESPORTE,
3392,CDM SAPOPEMBA,R CARBONIFERA 139,,SAPOPEMBA,ESPORTE,
3393,MINI CAMPO CONFIANÇA,R FRANCESCO USPER SN,,SAPOPEMBA,ESPORTE,
3394,CAMPO BOTAFOGO DE VILA BELA,R SARUMA 347,,VILA PRUDENTE,ESPORTE,
3395,CAMPO ESTRELA MARINHA,R TRES PEDRAS / ANTENAS E CARUSO SN,,VILA PRUDENTE,ESPORTE,
3396,CAMPO JARDIM FIGUEIRA,R TOKUCHIKA MIKI / TOMAS MAGALHAES SN,,VILA PRUDENTE,ESPORTE,
3397,CDM VENEZA INDEPENDENTE,R PE RAIMUNDO DA SILVA 598,,VILA PRUDENTE,ESPORTE,
3398,CDM VILA CALIFORNIA,R SIMAO FERNANDES / GRAO MONGOL 313,,VILA PRUDENTE,ESPORTE,
3399,CDM FERNANDO ROMEIRA VAL - ANTIGO JARDIM AVELINO,R JOAO BATISTA MENDO 150,,VILA PRUDENTE,ESPORTE,
3400,CDM UNIAO SOCIAL VILA BELA,R FERNANDES SARDINHA 32,,VILA PRUDENTE,ESPORTE,
3401,CASA DE CULTURA CHICO SCIENCE,RUA ABAGIBA 20 ,,IPIRANGA,CULTURA,
3402,CENTRO CULTURAL JABAQUARA,R ARSENIO TAVOLLIERI 45,,JABAQUARA,CULTURA,"Em 12 de julho de 1980, foi inaugurado o Centro Cultural do Jabaquara, um núcleo de atividades culturais integradas, que abrigava uma casa de cultura, um teatro e duas bibliotecas: a Biblioteca Pública Paulo Duarte e a Biblioteca Infantil do Centro Cultural do Jabaquara. Ver Centro Municipal de Culturas Negras do Jabaquara - Mãe Sylvia de Oxalá - CCNJ - denominado pela LEI 16.928, de 8 de junho de 2018 -  Projeto de Lei nº 663/17, do Vereador Eduardo Matarazzo Suplicy."
3404,CASA DE CULTURA DA  PENHA,LARGO DO ROSARIO 20,,PENHA,CULTURA,
3406,CASA DE CULTURA CORA CORALINA,R SANTANA 201,,CAMPO GRANDE,CULTURA,
3407,CASA DE CULTURA SANTO AMARO,PRAÇA FRANCISCO FERREIRA LOPES 434,,SANTO AMARO,CULTURA,"O edifício da Casa de Cultura foi inaugurado em 1897 e funcionou desde então, até o ano de 1958, como Mercado de Santo Amaro. Em 1972 o imóvel é tombado pelo CONDEPHAAT e em 1977, o Departamento de Patrimônio Histórico cria um programa de revitalização do prédio, executando reforma e restauro.  Desde sua criação, a Casa de Cultura exerce ação direta e ativa na vida de seus freqüentadores, servindo não apenas como local de fruição ou produção cultural, mas também como pólo agregador da comunidade artística e seu público, proporcionando maior contato e vivência com um repertório cultural diversificado e de qualidade. A Casa de Cultura também promove ações no sentido de viabilizar e valorizar a produção cultural local, oferecendo espaço para que os artistas possam desenvolver experimentar e apresentar trabalhos.  Incentiva a participação das famílias nas oficinas, fortalecendo os vínculos, promovendo transformações."
3408,CEI JARDIM CATARINA,R SENADOR HENRIQUE NOVAES 310,,ARICANDUVA,EDUCAÇÃO,
3418,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 12,R ANTONIO MARIANI 425,,BUTANTÃ,EDUCAÇÃO,
3425,EMEI JOAO XXIII,R EUDORO LINCOLN BERLINCK 118,,RAPOSO TAVARES,EDUCAÇÃO,"Angelo José Roncalli nasceu em Sotto il Monte em 25 de novembro de 1881. Depois dos estudos primários em sua cidade natal, entrou no Seminário de Bergamo, ordenando-se sacerdote em 1904 e celebrando a primeira missa na Basílica de São Pedro. Elevado a bispo no ano de 1925, tomou como divisa ""Obediência e Paz"". Núncio na Bulgaria, fundou ali seminário católico e, a seguir, exercendo o mesmo cargo diplomático na Turquia e na França, realizou notável trabalho de harmonia entre a Santa Sé e aqueles governos doutrinariamente hostis aos princípios cristãos. Explicando seus êxitos dizia que a razão era de nunca haver devolvido as pedras que contra ele atiravam. Ordenado cardeal em 1953, patriarca de Veneza, foi eleito papa em 20 de outubro de 1958, aos 76 anos. Desenvolveu no pontificado programa fundamentalmente apostólico em visitas e pregações nas paróquias, bem como a hospitais e penitenciárias: a par disso, dirigiu encíclicas não só aos católicos, mas a todos os homens, visando a maior justiça e fraternidade entre as classes e povos. Era conhecido como o Papa da Paz. Faleceu no Vaticano em 03 de junho de 1963."
3432,CEI JARDIM INGA,R FRANCISCO SOARES 27,,CAMPO LIMPO,EDUCAÇÃO,
3434,CEI AURINDO DOS SANTOS FREIRE,R CAUIMA S/N,,CAMPO LIMPO,EDUCAÇÃO,"Aurindo dos santos Freire, natural de Tremedal - BA, filho de isaias dos santos Freire e Vitalina da Solidade Rocha. Era casado com a Sra. Enedina Macedo Rocha Freire, com quem teve 3 filhos: Viviane, dayane e Arley. Fotografo, morador antigo da região onde se encontra o estabelecimento de ensino em questão, em meados dos anos 80, o homeangeado foi Presidente da Associação Moradores do Bairro Jardim Rebouças, participando de lutas por melhorias das condições de vida dos moradores locais, tais como: iluminação, pavimentação, água, esgoto, construção de Posto de Saúde e de Escola. Sr. Aurindo, faleceu no dia 22 de novembro de 2009, com 64 anos de idade. Esta homenagem atende a solicitação dos moradores locais."
3450,EMEI CONJ. HABITACIONAL VALO VELHO,R GINGADINHO 365,,CAPÃO REDONDO,EDUCAÇÃO,
3452,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 05,AV DAS BELEZAS 774,,VILA ANDRADE,EDUCAÇÃO,
3454,EMEF PARAISOPOLIS,R DOUTOR JOSE AUGUSTO DE SOUZA E SILVA SN,,VILA ANDRADE,EDUCAÇÃO,
3455,EMEI VILA ANDRADE,R CATARINENSES 20,,VILA ANDRADE,EDUCAÇÃO,
3456,CEI COHAB VILA NOVA CACHOEIRINHA,R BERTA MORISOT S/N,,CACHOEIRINHA,EDUCAÇÃO,
3462,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE-03,R BRASELIZA ALVES DE CARVALHO 356,,CASA VERDE,EDUCAÇÃO,
3463,CMCT CENTRO MUNICIPAL CAPACITAÇAO E TREINAMENTO - NAE-03,R BRASELIZA ALVES DE CARVALHO 356,,CASA VERDE,,
3479,CEI CONJUNTO PRESTES MAIA,R INACIO PINTO LIMA 16,,CIDADE TIRADENTES,EDUCAÇÃO,
3490,CEI VILA CISPER,R AIQUARA 17,,ERMELINO MATARAZZO,EDUCAÇÃO,
3491,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 10,R MARIA JOVITA DA CONCEIÇAO SN,,ERMELINO MATARAZZO,EDUCAÇÃO,
3501,CEI JARDIM DASMACENO,R GREGORIO POMAR 10,,BRASILÂNDIA,EDUCAÇÃO,
3516,CEI SANTA ETELVINA,R DOS PEDREIROS S/N,,CIDADE TIRADENTES,EDUCAÇÃO,
3519,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE-11,R CENTRALINA 494,,GUAIANASES,EDUCAÇÃO,
3521,CEI JARDIM FANGANIELLO,R GONÇALO LOPES DE CAMARGO 28,,LAJEADO,EDUCAÇÃO,
3524,EMEI GUAIANASES,R FRANCISCO SOUTO MAIOR S/N,,LAJEADO,EDUCAÇÃO,
3533,CEMES CLOVIS CAITANO MIQUELAZZO - NAE 01,R FRANÇOIS BUNEL 250,,IPIRANGA,EDUCAÇÃO,
3534,CEI JARDIM CLIMAX II,R MANOEL SALGADO S/N,V. CARAGUATA,SACOMÃ,EDUCAÇÃO,
3536,CEI VL SANTA TEREZA,R CLAUDIO FERREIRA MANOEL 140,,SACOMÃ,EDUCAÇÃO,
3541,EMEI INOCOOP IPIRANGA,R BARBINOS S/N,,SACOMÃ,EDUCAÇÃO,
3546,CEI JARDIM NELIA,R ESTEVAO PINHEIRO 217,,ITAIM PAULISTA,EDUCAÇÃO,
3547,CEI DORALICE PEREIRA DE SOUZA LEONARDO,AV RIO MIRIVAI 274,,ITAIM PAULISTA,EDUCAÇÃO,"Doralice Pereira de Souza Leonardo, nascida em Irecê – Bahia em 17 de abril de 1960, filha de Faraildes Alves de Souza e Cristovão Pereira de Souza. Era casada com Sebastião Cabral Leonardo, teve  03 filhos: Tamires, Gabriel e Matheus. Moradora antiga da região, Doralice era Auxiliar de Desenvolvimento Infantil do Centro de Educação Infantil  Parque Santa Amélia. Prestou serviços no referido local por mais de vinte anos com muito carinho, dedicação e profissionalismo. Faleceu no dia 05 de novembro de 2012, com 52 anos de idade.  Através do Decreto nº 55.996, de 16 de março de 2015, fica denominado Centro de Educação Infantil Doralice Pereira de Souza Leonardo o Centro de Educação Infantil Parque Santa Amélia, criado pelo Decreto nº 32.368, de 1º de outubro de 1992.  Esta homenagem atende a solicitação dos funcionários do CEI em questão, feita através de abaixo- assinado.  O processo administrativo º 2015-0.069.978-7 é o que trata da denominação em questão."
3559,CEI JARDIM MARILIA,R PEDRO DE MENA 48,,CIDADE LÍDER,EDUCAÇÃO,
3566,CEI CIDADE A. E. CARVALHO,R MANDASSAIA 95,,ITAQUERA,EDUCAÇÃO,
3567,CEI PADRE MATIAS BOÑAR GONZÁLEZ,R ESTÉFANO FILIPINI 99,COHAB PE. MANUEL DE PAIVA,ITAQUERA,EDUCAÇÃO,
3573,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 09,AV ITAQUERA 221,,ITAQUERA,EDUCAÇÃO,
3574,EMEF JARDIM VILA NOVA,AV ERNESTO SOUZA CRUZ 2096 ,,ITAQUERA,EDUCAÇÃO,
3576,EMEI JARDIM VILA NOVA,AV DAS ALAMANDAS S/N,,ITAQUERA,EDUCAÇÃO,
3586,CEI ANGELA MARIA FERNANDES,R CABO ALFREDO CLEMENTE 200,,JABAQUARA,EDUCAÇÃO,"Angela Maria Fernandes, nasceu em 28 de agosto de 1956 e faleceu em 14 de outubro de 2001, com 45 anos de idade. Filha de Augusto do Nascimento Fernandes e de Benilde dos Santos Fernandes. Formada em Psicologia pela Faculdade de Filosofia, letras e Ciências Humanas do Instituto Metodista de Ensino Superior, 1981. A homenageada teve em vida sua atividade profissional voltada para a Educação Infantil, com mérito reconhecido pela comunidade local, através de abaixo-assinado."
3594,EMEF VILA PIAUI,R PEDRO GONÇALVES PARENTES S/N,,JAGUARA,EDUCAÇÃO,
3625,EMEF JARDIM SAO LUIZ,AV HUM 40,,JARDIM SÃO LUIS,EDUCAÇÃO,
3636,EMEF JARDIM PAPAI NOEL,R BELÉM S/N°,,PARELHEIROS,EDUCAÇÃO,
3640,EMEF JOSE ROSCHEL CHRISTI - JUCA ROCHA,R GENTIL SCHUNCK ROSCHEL 55,,PARELHEIROS,EDUCAÇÃO,
3641,EMEF LUIZ GONZAGA DO NASCIMENTO - GONZAGAO,R JOÃO ROSCHEL CRHISTE SN,,PARELHEIROS,EDUCAÇÃO,
3649,CEI PADRE JOSE DE ANCHIETA,CEI PADRE JOSE DE ANCHIETA,,,EDUCAÇÃO,
3652,EMEF PROFESSOR ABRAO DE MORAES,R ISAURA VERGUEIRO NAUFEL 238,,ARTUR ALVIM,EDUCAÇÃO,"Abrão de Moraes nasceu no dia 17 de novembro de 1916, em Itapecerica da Serra (SP), e faleceu em 11 de dezembro de 1970, em São Paulo. Fez o curso secundário no Colégio Arquidiocesano, na Capital, e o curso colegial no Colégio Universitário da Escola Politécnica da Universidade de São Paulo (Poli/USP). Na mesma instituição, fez o curso de Agrimensura e, na Faculdade de Filosofia, Ciências e Letras da USP, fez o curso de Física. Conseguiu os seguintes títulos universitários: doutor em Ciências Físicas e Matemática (1945), livre docente de Mecânica Racional (1945) e professor catedrático da Poli/USP (1966). Foi professor desde os 22 anos. Lecionou na Faculdade de Filosofia, Ciências e Letras, na Poli/USP, no Instituto de Energia Atômica, no Instituto Tecnológico de Aeronáutica, no Sedis Sapientiae, na Faculdade de Filosofia São Bento e na Universidade Mackenzie. Na relação das disciplinas que lecionou, podem ser citadas Mecânica Racional, Mecânica Celeste, Mecânica Estatística, Física Geral e Experimental, Física Atômica, Física Matemática-Superior, Cálculo Diferencial, Cálculo Integral, Cálculo Vetorial, Análise Matemática, Análise Superior e Geometria Progressiva. O professor Abrahão de Moraes foi diretor do Instituto Astronômico e Geofísico da USP, professor catedrático da Poli e do Instituto de Matemática e Estatística da USP, da Universidade Mackenzie e da Pontifícia Universidade Católica (PUC/SP). Foi presidente da Comissão Nacional de Atividades Espaciais e teve papel dos mais decisivos na afirmação da ciência brasileira e na orientação do desenvolvimento científico nacional. Na direção do Instituto Astronômico e Geofísico, orientou a participação desse no Ano Geofísico Internacional (1957-1958). Liderou o estabelecimento de um plano astronômico brasileiro. Organizou o serviço astrométrico, de extraordinária importância para o conhecimento do hemisfério sul celeste; e criou as condições para o desenvolvimento do grupo que trabalha no Brasil em Mecânica Celeste, hoje com reconhecimento internacional. Introduziu o Brasil a União Astronômica Internacional e remodelou e equipou o Observatório de São Paulo para o estudo dos fenômenos associados ao movimento do pólo, para a formação de catálogos estelares, em um programa completo de Astronomia Fundamental. Representou o Brasil em reuniões de cúpula científica internacional. Foi também nomeado delegado brasileiro para a Comissão o Espaço Cósmico da Organização das Nações Unidas, em 1959, 1962, 1965, e 1967, sendo que em 1967 presidiu, como representante do Brasil, a Reunião Plenária na ONU. Também representou o Brasil na União Astronômica Internacional, em 1961, 1964 e 1967. Foi presidente do Simpósio Internacional de Astronomia, realizado pela primeira vez em São Paulo, em 1969. Foi membro efetivo da Academia Brasileira de Ciências, da União Astronômica Internacional, da Sociedade Matemática de São Paulo, da Sociedade Brasileira de Física, da Sociedade Brasileira para o Progresso da Ciência e da Academia Internacional da História da Ciência. Dentre as numerosas honrarias que lhe foram tributadas, citam-se a mais alta distinção científica da Palme Academique de France; o diploma da National Science Foundation, dos EUA, e a Ordem do Mérito Aeronáutico do Brasil, no grau de brigadeiro."
3653,EMEF PADRE ANTONIO VIEIRA,R ANTONIO BACAERI 171,,ARTUR ALVIM,EDUCAÇÃO,"Filho de Cristovão Vieira Ravasco e Maria de Azevedo, Antônio Vieira nasceu numa casa pobre, à Rua do Cônego, pertinho da Sé, em Lisboa, a 6 de fevereiro de 1608. Em 1609, o pai de Vieira andou pelo Brasil: veio assumir um cargo de escrivão na cidade de Salvador, ofício que lhe coube por dote. Foi somente em 1614 que o escrivão trouxe a família para a Colônia. O menino Antônio tinha, então, seis anos. A pequena cidade da Bahia, com sua população de três mil portuguêses, oito mil índios e três a quatro mil negros, tinha apenas um colégio: o dos jesuítas. E foi com os padres da Companhia de Jesus que o garoto Antônio estudou. Conta-se que foi crescendo sem nada de inteligente, até que um dia, ao rezar a Virgem das Maravilhas, sentiu um estalo na cabeça, sucedido de grande dor. E o estalo clareou-lhe as idéias e de medíocre e bronco passou a brilhante e sagaz, para o espanto de seus professores e colegas. Sua vocação para o sacerdócio veio aos 15 anos. Foi ele mesmo quem escreveu: “Aos 11 de março de 1623, ouvindo uma história do inferno, numa pregação da tarder, do padre Manuel de Couto, senti a primeira vocação eficaz...” E entrou para a Companhia de Jesus: em maio do mesmo ano foi recebido como noviço. O jovem Antônio Vieira passou seus primeiros dias de religioso na aldeia do Espírito Santo. A distância da cidade serviria para quebrar as últimas relutâncias da família. Mas logo ele estava de volta do colégio onde a vida espiritual era marcada de reflexões, meditações e exames de consciência, enquanto que a vida temporal regia-se pelo ascetismo e pela obediência. Aos 18 anos, foi indicado para redigir a carta anual, relato de atividades dos jesuítas, aos seus superiores de Lisboa, onde se narravam os acontecimentos de 1624, ano turbulento, em que os holandeses invadiram a Bahia. Em 6 de maio de 1625, fez votos de pobreza, obediência e castidade e deixou a condição de noviço, passando a estudante de Teologia. Esteve na Europa durante 11 anos e, quando retornou ao Brasil, iniciou campanha contra a escravidão dos índios. Em 1656, com a morte de d. João VI, sua posição foi enfraquecida, foi preso e expulso do Brasil. Em 1662, desembarcou em Lisboa. Foi preso pela Inquisição, que nunca lhe perdoaria o episódio dos judeus financiadores da Campanha do Comércio. Posto em liberdade, retornou ao Brasil em 1681 e faleceu na Bahia, aos 89 anos. Os sermões e cartas que deixou são considerados verdadeiros momentos de Barroco e de Ciência Política. Sua obra é composta de 15 volumes de sermões e 3 volumes de cartas."
3655,EMEF DONA JENNY GOMES,R JOHN NEPER 109,,ARTUR ALVIM,EDUCAÇÃO,"Considerou-se: ""(..) a conveniência de homenagear o valor, as virtudes e as qualidades pessoais que caracteriza a mulher brasileira; que Dona Genny Gomes, descendente de tradicional família paulista, constitui exemplo às gerações futuras.."""
3666,CEI ARTHUR ALVIM,R BOIPEVA S/N,,ARTUR ALVIM,EDUCAÇÃO,
3672,CEI ANNA FLORENCIO ROMAO,R VISCONDE DO URUGUAI 380,,VILA MATILDE,EDUCAÇÃO,
3686,EMEF JARDIM BRITANIA,AV FELIPPO STURBA 38,,ANHANGUERA,EDUCAÇÃO,
3687,EMEF JARDIM BRITANIA ANEXO,R ELISA DINA 293,,ANHANGUERA,EDUCAÇÃO,
3699,EMEF FERNANDO GRACIOSO,R SILVEIRANIA S/N°,,PERUS,EDUCAÇÃO,"Fernando Gracioso nasceu em 6 de agosto de1967, em São Paulo. Era filho de Odair Gracioso e de dona Marina Gracioso e tinha uma irmã, Ana Paula Gracioso. Colaborador das campanhas eleitorais de 1988, 1989 e 1990, recebeu do então prefeito Paulo Maluf, no dia da inauguração desta escola, a seguinte definição: “Um jovem idealista, forte e virtuoso”. Gracioso faleceu jovem, vítima de uma aneurisma cerebral, aos 23 anos de idade, em 22 de novembro de 1990, em São Paulo."
3703,EMEI DONA ALICE FEITOSA,R TARCON 253,,PERUS,EDUCAÇÃO,
3712,EMEI PROFESSORA ISABEL COLOMBO,AV PADRE ANTONIO JOSÉ DOS SANTOS 1511,,ITAIM BIBI,EDUCAÇÃO,
3726,CEI JARDIM SHANGRILA,R SALVADOR DE ALBUQUERQUE 124,,JARAGUÁ,EDUCAÇÃO,
3729,EMEF PROFESSOR ALDO RIBEIRO LUZ,R JEAN CORALLI 135,,JARAGUÁ,EDUCAÇÃO,"Aldo Ribeiro Luz era natural de Guaraci (SP), onde nasceu no dia 8 de outubro de 1926, filho de Firmino Ferreira Luz e Querubina Ribeiro Luz. Diplomou-se em 1951 pela Escola Normal Nossa Senhora da Conceição, em Olímpia. Sempre trabalhando no Estado de São Paulo, ingressou no magistério em 1952, escolhendo por concurso a 2ª Escola Masculina de Vila Iracema, na cidade de General Salgado. Removeu-se, em 1953, para o Grupo Escolar Joaquim Antonio Pereira, em Fernandópolis, e, em 1958, para o Grupo Escolar do Quilômetro 18, em Osasco. Iniciou sua carreira no ensino municipal de São Paulo, neste mesmo ano, como substituto, nas Escolas Agrupadas do Quilômetro 18. Foi designado, em 1959, para as Escolas Reunidas de Vila Baronesa, também em Osasco, onde exercia ainda, graciosamente, a função de dirigente ou responsável pelas escolas. Efetivou-se no magistério municipal em 1963, sendo nomeado para as Escolas Agrupadas de Vila Nova Manchester, removendose, alguns meses depois, para as Escolas Reunidas de Vila Zatt e, em 1968, para a Escola Municipal Dilermando Dias dos Santos. Concluiu o Curso de Administração Escolar em 1966, licenciando-se em Pedagogia em 1969, tendo cursado todas as habilitações e várias especializações. Em 1971, passou a exercer o cargo de diretor escolar, sendo nomeado para a Escola Municipal Integrada Bernardo O’Higgins, em 1972, para a Escola Municipal Dona Jenny Gomes, onde efetivou-se como diretor e permaneceu até 1982. Transferiu-se, depois, para a Escola Municipal de Primeiro Grau Jairo Ramos. Foi supervisor substituto, de Junho de1983 à 1985, na antiga DREM 05, Zona Oeste, voltando em seguida para a direção da EMPG Jairo Ramos, aposentando-se em 6 de abril de 1989. Faleceu no dia 24 de Maio de 1989, no Guarujá. Era casado com a professora Lélia Puzzo Bittencourt Luz, com quem teve dois filhos, Aldo Henrique e Fernando Celso."
3731,EMEF BRIGADEIRO HENRIQUE RAIMUNDO DYOTT FONTENELLE,R NOSSA SENHORA CONCEIÇÃO 384,,JARAGUÁ,EDUCAÇÃO,"Considerou-se: ""(..) a alta significação do exemplo legado às novas gerações pelo Brigadeiro Henrique Raimundo Dyott Fontenelle, destacado comandante de nossa Força Aérea, soldado ilustre dotado de coragem pessoal e cívica a um acendrado amor à Pátria.."""
3739,EMEFM ANTONIO ALVES VERISSIMO,R MARTINO AROSIO 81,,JARAGUÁ,EDUCAÇÃO,
3740,EMEI CITY JARAGUA II,ESTRADA DAS TAIPAS S/N°,,JARAGUÁ,EDUCAÇÃO,
3742,EMEI CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,R EGIDIO FELINI 81,,JARAGUÁ,EDUCAÇÃO,
3752,EMEE PROFESSORA VERA LUCIA APARECIDA RIBEIRO,R BENEDITO PEREIRA 206,,PIRITUBA,EDUCAÇÃO,"Vera Lúcia Aparecida Ribeiro, filha de Emílio Ribeiro dos Santos e de Maria de Souza Ribeiro, nasceu em São Paulo, no dia 9 de setembro de 1955. Falceu na Capital, em 30 de março de 1987. Cursou Pedagogica com especialização em Educação de Deficientes da Audio-comunicação, na Pontifícia Universidade Católica de São Paulo, onde se formou em 1982. Em 28 de setembro de 1984, ingressou na EMEDA Helen Keller, passando, então, a ser mais uma lutadora na educação e no desenvolvimento de nossas crianças. Embora tenha convivio poucos anos na escola, sempre cumpriu com amor sua missão, deixando sua colaboração e a saudade de seus alunos e colegas."
3753,EMEF PROFESSOR DOUTOR GABRIEL PRESTES,R DOUTOR CARLOS DA CUNHA MATTOS 134,,PIRITUBA,EDUCAÇÃO,
3761,EMEI AFONSO SARDINHA,AV MUTINGA 1406,,PIRITUBA,EDUCAÇÃO,
3767,EMEI PROFESSORA OLGA MARIA GERMANO MARTINS DOMINGOS,PRAÇA BALTAZAR DE GODOY S/N°,,PIRITUBA,EDUCAÇÃO,
3772,EMEF PROFESSOR AMADEU MENDES,R TOMAS LOPES FERREIRA 110,,SÃO DOMINGOS,EDUCAÇÃO,"Amadeu Mendes nasceu no dia 28 de maio de 1880, em São Paulo, onde faleceu aos 90 anos, no dia 22 de outubro de 1970. Fez seus estudos primários na Escola Americana de São Paulo. Transferindo-se para Itapetininga (SP). Formou-se pela Escola Normal, em março de 1900. Em seguida, bacharelou-se em Direito, pela Faculdade de São Paulo (atual Faculdade de Direito da Universidade de São Paulo ), em 1910. Foi casado com Maria Braga Mendes, com quem teve seis filhas. Teve ainda cinco genros, 15 netos e uma dúzia de bisnetos, motivo de seu grande orgulho e encantamento. Entre os netos, pode ser destacado o nome de Carlos Queiroz Teles, brilhante escritor, também já falecido. O professor Amadeu Mendes dedicou toda sua vida ao magistério, tendo ocupado o cargo de diretor em várias escolas do interior de São Paulo, como nas cidades de Amparo, Bragança Paulista, Ribeirão Preto, Pirassununga e Campinas. Em Campinas, foi diretor do Ginásio do Estado Culto à Ciência, onde se distinguiu como homem culto, devotado às letras e cumpridor rigoroso do dever, preservando as tradições do estabelecimento, orgulho da cidade. Em reconhecimento a sua atuação, Campinas tributou-lhe uma homenagem, denominando de Amadeu Mendes uma rua da cidade. Amadeu Mendes foi também, por muitos anos, assíduo colaborador dos jornais O Correio Paulistano e A Gazeta, para os quais escreveu várias crônicas, desenvolvendo suas idéias em relação aos acontecimentos da época, mas sempre com uma preocupação marcante de se ater às mais rigorosas regras de nosso idioma. Em 6 de fevereiro de 1931, foi-lhe concedida a aposentadoria, visto contar com mais de 30 anos de efetivo exercício do magistério. Segundo testemunho de uma de suas filhas, Amadeu Mendes “tinha um encanto especial pela vida, e não cultivava, como tantas pessoas idosas, o culto do passado, o que considerava um sinal de senilidade. Seu lema era viver o presente, cultuar a natureza, interessando-se por todos os acontecimentos desenrolados no dia-a-dia”. Sobre ele, um antigo aluno, dr. Lauro Pimentel, também já falecido, escreveu uma crônica em um jornal de Campinas, na qual dizia: “Trabalhar, lutar, dar o máximo de si, deixar semeada alguma semente e, todavia, ficar na sombra é, em geral, da condição do professor. Grande feito da Câmara Municipal de Campinas - honrar a quem honra - sempre mereceu. E grande, poderosamente grande, Amadeu Mendes - um homem que, mesmo sem ter querido proclamar, era, e pode ter sido, continua sendo uma luz presente”."
3774,EMEF GABRIEL SILVESTRE TEIXEIRA DE CARVALHO,R CORONEL ALBINO REGO 132,,SÃO DOMINGOS,EDUCAÇÃO,
3781,CEI ADELAIDE LOPES RODRIGUES,R ALFERES MAGALHÃES 211,SANTANA,SANTANA,EDUCAÇÃO,
3782,CEMES CENTRO MUN. DE ENS. SUPLETIVO - NAE 2,R CEL JOAO DA SILVA FEIJO 34,,SANTANA,EDUCAÇÃO,
